time,symbol,direction,conviction,ensemble_agreement,council_score,price,stop_loss,take_profit,quantity,regime,atr
2026-05-30 22:46:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73912.0,74090.94821428572,73554.10357142857,0.5588208879264748,TRENDING,71.57928571428576
2026-05-30 22:48:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73913.68,74091.03535714284,73558.96928571428,0.563839748688576,TRENDING,70.94214285714199
2026-05-30 22:50:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73978.37,74159.70571428571,73615.69857142857,0.5514633473825288,TRENDING,72.53428571428438
2026-05-30 22:52:57,btcusdt,SELL,0.38670271317761545,0.9642,0.5258764607679466,74002.0,74181.46071428571,73643.07857142857,0.85025654045857,TRENDING,71.78428571428542
2026-05-30 22:55:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73990.0,74144.8125,73680.375,0.6459426725878209,TRENDING,61.924999999998754
2026-05-30 22:57:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73977.99,74131.85250000001,73670.26500000001,0.6499309448371295,TRENDING,61.544999999998254
2026-05-30 23:03:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73851.65,73962.42747499999,73630.09504999999,0.9027105916613464,TRENDING,33.48785714285623
2026-05-30 23:07:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73897.43,74008.276145,73675.73770999999,0.9021513558274851,TRENDING,31.16857142857147
2026-05-30 23:14:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73955.94,74066.87391000001,73734.07218,0.9014376217335167,TRENDING,19.948571428573423
2026-05-30 23:16:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73980.14,74091.11021,73758.19958,0.9011427481303316,TRENDING,16.710000000002246
2026-05-30 23:18:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,73994.14,74105.13120999999,73772.15758,0.9009722481627149,TRENDING,15.520714285716947
2026-05-30 23:49:57,btcusdt,SELL,0.38670271317761545,0.9642,0.41811846689895477,74059.98,74171.06997,73837.80006,1.2765495092841908,TRENDING,8.079285714283676
2026-05-30 23:51:57,btcusdt,SELL,0.38670271317761545,0.9642,0.0,74064.14,74175.23621,73841.94758,0.9001207151891141,TRENDING,15.164285714284883
2026-05-30 23:53:57,btcusdt,SELL,0.38670271317761545,0.9642,0.41811846689895477,74066.61,74177.709915,73844.41017,1.2764352402060386,TRENDING,16.192142857143022
2026-05-30 23:55:57,btcusdt,SELL,0.38670271317761545,0.9642,0.6934931506849316,74000.91,74111.911365,73778.90727000001,1.5256507437407922,TRENDING,20.48857142857118
